No. de cuenta / control,Año de nacimiento,Grado que cursas actualmente:,¿Cuál es el ingreso familiar mensual?,¿Cuál es el ingreso personal mensual?,"Pensando en el jefe o jefa del hogar , ¿cuál fue el último grado de estudios que aprobó en la escuela?",Ocupación actual del padre,Ocupación actual de la madre,"¿Cuántos automóviles, camionetas cerradas, vans o pick-ups tiene este hogar?",Seleccione los servicios y bienes con los que cuenta en su casa,"Sin tomar en cuenta la conexión móvil desde algún celular, ¿su hogar cuenta con internet?",¿Cuántos cuartos tiene su casa que se utilizan para dormir?,"¿Cuántas personas viven en su casa, incluido usted?",¿Cuántos baños completos tiene esta vivienda con excusado/WC y regadera?,¿Cuántas personas de 14 años o más trabajan actualmente o trabajaron el mes pasado?,"A la semana, ¿qué tanto consume los siguientes alimentos? [Carne]","A la semana, ¿qué tanto consume los siguientes alimentos? [Huevos]","A la semana, ¿qué tanto consume los siguientes alimentos? [Leche]","A la semana, ¿qué tanto consume los siguientes alimentos? [Frutas y verduras]","A la semana, ¿qué tanto consume los siguientes alimentos? [Frijoles/arroz/lentejas]","A la semana, ¿qué tanto consume los siguientes alimentos? [Pan]","A la semana, ¿qué tanto consume los siguientes alimentos? [Cereales]",origen_registro
SINT-0098,2008,Preparatoria/Bachillerato.,"Más de $20,000","Más de $6,000",Licenciatura incompleta,Empleado,Profesionista,2,"Drenaje, Agua entubada, Alumbrado público, Calles pavimentadas, Recolección periódica de basura, Calentador de gas para agua, Un cuarto propio para dormir, Un lugar exclusivo para estudiar, Teléfono, Teléfono celular, Televisión, Televisión por cable o satélite, Calculadora, Computadora, Diccionario o enciclopedia, Suscripción a revista o periódico",Si,4,3,2,2,3–5 porciones,1–2 porciones,3–5 porciones,3–5 porciones,1–2 porciones,1–2 porciones,1–2 porciones,sintetico
SINT-0099,2008,Preparatoria/Bachillerato.,"$10,001–20,000",No tengo ingresos,Licenciatura completa,Trabajo informal/obrero,Comerciante,1,Drenaje; Agua entubada; Calles pavimentadas; Recolección periódica de basura; Calentador de gas para agua; Un cuarto propio para dormir; Un lugar exclusivo para estudiar; Teléfono celular; Televisión; Televisión por cable o satélite; Calculadora; Computadora,Si,2,4,2,1,1–2 porciones,3–5 porciones,Nunca,3–5 porciones,3–5 porciones,6–10 porciones,3–5 porciones,sintetico
SINT-0100,1999,Universidad.,"$5,001–10,000","$3,001–6,000",Secundaria incompleta,Trabajo informal/obrero,Desempleada,0,"Drenaje, Agua entubada, Alumbrado público, Calles pavimentadas, Recolección periódica de basura, Calentador de gas para agua, Teléfono, Televisión, Televisión por cable o satélite, Calculadora, Computadora, Diccionario o enciclopedia",Si,3,6,1,3,1–2 porciones,1–2 porciones,1–2 porciones,1–2 porciones,1–2 porciones,1–2 porciones,1–2 porciones,sintetico
SINT-0101,2009,Preparatoria/Bachillerato.,"$5,001–10,000",No tengo ingresos,Preparatoria completa,Empleado,Empleada,0,Drenaje; Agua entubada; Calles pavimentadas; Recolección periódica de basura; Calentador de gas para agua; Teléfono celular; Televisión; Calculadora,Si,1,4,1,2,3–5 porciones,3–5 porciones,1–2 porciones,Nunca,3–5 porciones,3–5 porciones,6–10 porciones,sintetico
SINT-0102,2006,Universidad.,"$5,001–10,000","$3,001–6,000",Licenciatura completa,Empleado,Empleada,1,"Agua entubada, Alumbrado público, Calles pavimentadas, Calentador de gas para agua, Un cuarto propio para dormir, Teléfono, Teléfono celular, Televisión por cable o satélite, Calculadora, Computadora",Si,3,4,1,0,1–2 porciones,3–5 porciones,3–5 porciones,3–5 porciones,1–2 porciones,3–5 porciones,3–5 porciones,sintetico
SINT-0103,2008,Preparatoria/Bachillerato.,"$10,001–20,000",No tengo ingresos,Preparatoria completa,Empleado,Empleada,2,Drenaje; Agua entubada; Alumbrado público; Calles pavimentadas; Recolección periódica de basura; Calentador de gas para agua; Un cuarto propio para dormir; Teléfono celular; Televisión; Televisión por cable o satélite; Calculadora; Computadora; Diccionario o enciclopedia,Si,3,3,2,1,3–5 porciones,3–5 porciones,Más de 10,6–10 porciones,6–10 porciones,6–10 porciones,6–10 porciones,sintetico
SINT-0104,2008,Preparatoria/Bachillerato.,"$10,001–20,000",No tengo ingresos,Carrera técnica,Trabajo informal/obrero,Empleada,1,Drenaje; Agua entubada; Alumbrado público; Calles pavimentadas; Recolección periódica de basura; Calentador de gas para agua; Un cuarto propio para dormir; Un lugar exclusivo para estudiar; Teléfono; Teléfono celular; Calculadora; Computadora; Diccionario o enciclopedia,Si,2,3,1,1,3–5 porciones,3–5 porciones,1–2 porciones,1–2 porciones,Más de 10,3–5 porciones,3–5 porciones,sintetico
SINT-0105,2010,Preparatoria/Bachillerato.,"$5,001–10,000",No tengo ingresos,Carrera técnica,Empleado,Desempleada,1,Drenaje; Agua entubada; Alumbrado público; Recolección periódica de basura; Teléfono celular; Televisión; Calculadora; Diccionario o enciclopedia,No,4,3,1,2,6–10 porciones,3–5 porciones,1–2 porciones,3–5 porciones,6–10 porciones,3–5 porciones,3–5 porciones,sintetico
SINT-0106,2009,Preparatoria/Bachillerato.,"$5,001–10,000",No tengo ingresos,Secundaria completa,Trabajo informal/obrero,Trabajo informal/obrera,0,Drenaje; Agua entubada; Alumbrado público; Calles pavimentadas; Recolección periódica de basura; Un cuarto propio para dormir; Un lugar exclusivo para estudiar; Teléfono celular; Televisión; Reproductor DVD; Calculadora; Computadora,Si,2,2,1,2,1–2 porciones,6–10 porciones,6–10 porciones,3–5 porciones,Más de 10,1–2 porciones,3–5 porciones,sintetico
SINT-0107,2009,Secundaria.,"$5,001–10,000",No tengo ingresos,Preparatoria completa,Empleado,Desempleada,0,Drenaje; Agua entubada; Alumbrado público; Calles pavimentadas; Recolección periódica de basura; Calentador de gas para agua; Un cuarto propio para dormir; Teléfono celular; Televisión; Calculadora; Computadora,Si,2,7,1,2,3–5 porciones,3–5 porciones,1–2 porciones,1–2 porciones,Más de 10,3–5 porciones,6–10 porciones,sintetico
SINT-0108,2008,Preparatoria/Bachillerato.,"$10,001–20,000",No tengo ingresos,Licenciatura completa,Empleado,Empleada,2,Drenaje; Agua entubada; Alumbrado público; Calles pavimentadas; Recolección periódica de basura; Calentador de gas para agua; Teléfono; Teléfono celular; Televisión; Televisión por cable o satélite; Calculadora; Computadora; Diccionario o enciclopedia,Si,3,4,1,2,3–5 porciones,3–5 porciones,1–2 porciones,6–10 porciones,3–5 porciones,3–5 porciones,3–5 porciones,sintetico
SINT-0109,2002,Universidad.,"$5,001–10,000",No tengo ingresos,Licenciatura completa,Profesionista,Profesionista,1,"Drenaje, Alumbrado público, Calles pavimentadas, Calentador de gas para agua, Un lugar exclusivo para estudiar, Teléfono celular, Televisión, Computadora, Diccionario o enciclopedia",Si,4,5,2,3,3–5 porciones,3–5 porciones,3–5 porciones,3–5 porciones,3–5 porciones,3–5 porciones,3–5 porciones,sintetico
SINT-0110,2009,Preparatoria/Bachillerato.,"$10,001–20,000",No tengo ingresos,Preparatoria completa,Empleado,Empleada,1,Drenaje; Agua entubada; Alumbrado público; Calles pavimentadas; Calentador de gas para agua; Un cuarto propio para dormir; Teléfono celular; Televisión; Televisión por cable o satélite; Calculadora; Diccionario o enciclopedia,Si,3,3,2,2,6–10 porciones,3–5 porciones,6–10 porciones,6–10 porciones,6–10 porciones,6–10 porciones,1–2 porciones,sintetico
SINT-0111,2009,Preparatoria/Bachillerato.,"$5,001–10,000",No tengo ingresos,Preparatoria completa,Comerciante,Empleada,0,Drenaje; Agua entubada; Alumbrado público; Recolección periódica de basura; Calentador de gas para agua; Teléfono; Teléfono celular; Televisión; Calculadora; Computadora,No,3,4,1,1,3–5 porciones,3–5 porciones,3–5 porciones,3–5 porciones,Más de 10,6–10 porciones,3–5 porciones,sintetico
SINT-0112,2010,Secundaria.,"$10,001–20,000",No tengo ingresos,Preparatoria completa,Empleado,Empleada,1,Drenaje; Agua entubada; Alumbrado público; Recolección periódica de basura; Calentador de gas para agua; Teléfono celular; Televisión; Diccionario o enciclopedia,Si,2,3,1,1,3–5 porciones,3–5 porciones,Más de 10,Nunca,3–5 porciones,3–5 porciones,3–5 porciones,sintetico
SINT-0113,2009,Preparatoria/Bachillerato.,"$5,001–10,000",No tengo ingresos,Secundaria completa,Desempleado,Desempleada,1,Drenaje; Agua entubada; Alumbrado público; Calles pavimentadas; Recolección periódica de basura; Un lugar exclusivo para estudiar; Teléfono celular; Televisión; Reproductor DVD; Calculadora; Computadora; Diccionario o enciclopedia,Si,1,3,1,1,3–5 porciones,3–5 porciones,1–2 porciones,Más de 10,6–10 porciones,Más de 10,3–5 porciones,sintetico
SINT-0114,2004,Universidad.,"$5,001–10,000",No tengo ingresos,Preparatoria completa,Comerciante,Empleada,1,"Drenaje, Agua entubada, Alumbrado público, Teléfono, Teléfono celular, Televisión, Calculadora",Si,2,5,1,2,6–10 porciones,1–2 porciones,1–2 porciones,6–10 porciones,3–5 porciones,3–5 porciones,1–2 porciones,sintetico
SINT-0115,2010,Preparatoria/Bachillerato.,"$5,001–10,000",No tengo ingresos,Secundaria completa,Trabajo informal/obrero,Trabajo informal/obrera,0,Drenaje; Agua entubada; Alumbrado público; Calles pavimentadas; Recolección periódica de basura; Un cuarto propio para dormir; Un lugar exclusivo para estudiar; Teléfono celular; Televisión; Reproductor DVD; Calculadora; Computadora,Si,2,2,1,2,1–2 porciones,3–5 porciones,3–5 porciones,3–5 porciones,6–10 porciones,3–5 porciones,1–2 porciones,sintetico
SINT-0116,2009,Preparatoria/Bachillerato.,"$5,001–10,000",No tengo ingresos,Preparatoria completa,Empleado,Trabajo informal/obrera,1,Agua entubada; Alumbrado público; Recolección periódica de basura; Calentador de gas para agua; Un lugar exclusivo para estudiar; Teléfono celular; Televisión; Computadora; Diccionario o enciclopedia,Si,2,3,1,2,3–5 porciones,1–2 porciones,3–5 porciones,6–10 porciones,6–10 porciones,6–10 porciones,3–5 porciones,sintetico
SINT-0117,2010,Preparatoria/Bachillerato.,"$5,001–10,000",No tengo ingresos,Primaria completa,Trabajo informal/obrero,Desempleada,0,Drenaje; Agua entubada; Alumbrado público; Calles pavimentadas; Calentador de gas para agua; Un lugar exclusivo para estudiar; Teléfono celular; Televisión; Televisión por cable o satélite; Diccionario o enciclopedia,Si,4,4,1,2,1–2 porciones,6–10 porciones,1–2 porciones,1–2 porciones,3–5 porciones,6–10 porciones,6–10 porciones,sintetico
SINT-0118,2008,Preparatoria/Bachillerato.,"$5,001–10,000","Menos de $3,000",Secundaria completa,Comerciante,Desempleada,1,Drenaje; Agua entubada; Alumbrado público; Calles pavimentadas; Recolección periódica de basura; Calentador de gas para agua; Un cuarto propio para dormir; Teléfono celular; Televisión; Calculadora; Computadora,Si,2,6,1,4,3–5 porciones,6–10 porciones,3–5 porciones,6–10 porciones,6–10 porciones,1–2 porciones,1–2 porciones,sintetico
SINT-0119,2008,Preparatoria/Bachillerato.,"Más de $20,000",No tengo ingresos,Licenciatura completa,Empleado,Profesionista,1,Drenaje; Agua entubada; Alumbrado público; Calles pavimentadas; Recolección periódica de basura; Calentador de gas para agua; Un cuarto propio para dormir; Un lugar exclusivo para estudiar; Teléfono celular; Televisión; Televisión por cable o satélite; Computadora; Diccionario o enciclopedia,Si,3,6,2,3,3–5 porciones,3–5 porciones,3–5 porciones,3–5 porciones,6–10 porciones,6–10 porciones,1–2 porciones,sintetico
SINT-0120,2002,Universidad.,"$10,001–20,000","Menos de $3,000",Preparatoria completa,Empleado,Empleada,1,Drenaje; Agua entubada; Alumbrado público; Calles pavimentadas; Recolección periódica de basura; Calentador de gas para agua; Un lugar exclusivo para estudiar; Teléfono celular; Televisión; Televisión por cable o satélite; Computadora,Si,4,5,2,1,Más de 10,6–10 porciones,Más de 10,Más de 10,Más de 10,Más de 10,Más de 10,sintetico
SINT-0121,2008,Preparatoria/Bachillerato.,"$5,001–10,000",No tengo ingresos,Preparatoria incompleta,Trabajo informal/obrero,Trabajo informal/obrera,1,Drenaje; Agua entubada; Alumbrado público; Calles pavimentadas; Recolección periódica de basura; Calentador de gas para agua; Teléfono celular; Televisión; Calculadora,Si,3,5,2,3,3–5 porciones,1–2 porciones,3–5 porciones,6–10 porciones,6–10 porciones,1–2 porciones,6–10 porciones,sintetico
SINT-0122,2009,Preparatoria/Bachillerato.,"$5,001–10,000",No tengo ingresos,Preparatoria completa,Trabajo informal/obrero,Empleada,0,Drenaje; Agua entubada; Alumbrado público; Calles pavimentadas; Recolección periódica de basura; Un cuarto propio para dormir; Teléfono; Teléfono celular; Televisión; Televisión por cable o satélite; Reproductor DVD,Si,1,5,1,2,3–5 porciones,1–2 porciones,Nunca,3–5 porciones,3–5 porciones,1–2 porciones,1–2 porciones,sintetico
SINT-0123,2009,Preparatoria/Bachillerato.,"$5,001–10,000",No tengo ingresos,Secundaria completa,Desempleado,Desempleada,1,Drenaje; Agua entubada; Alumbrado público; Calles pavimentadas; Recolección periódica de basura; Un lugar exclusivo para estudiar; Teléfono celular; Televisión; Reproductor DVD; Calculadora; Computadora; Diccionario o enciclopedia,Si,1,3,1,1,1–2 porciones,Más de 10,3–5 porciones,1–2 porciones,6–10 porciones,6–10 porciones,3–5 porciones,sintetico
SINT-0124,2009,Preparatoria/Bachillerato.,"Menos de $5,000","Menos de $3,000",Secundaria completa,Comerciante,Empleada,1,Drenaje; Agua entubada; Alumbrado público; Calles pavimentadas; Recolección periódica de basura; Calentador de gas para agua; Teléfono celular,Si,1,4,1,1,1–2 porciones,1–2 porciones,6–10 porciones,3–5 porciones,6–10 porciones,3–5 porciones,1–2 porciones,sintetico
SINT-0125,2010,Preparatoria/Bachillerato.,"$10,001–20,000",No tengo ingresos,Licenciatura incompleta,Profesionista,Empleada,3,Drenaje; Agua entubada; Alumbrado público; Calles pavimentadas; Recolección periódica de basura; Calentador de gas para agua; Un cuarto propio para dormir; Un lugar exclusivo para estudiar; Teléfono; Teléfono celular; Televisión; Reproductor DVD; Calculadora; Diccionario o enciclopedia; Suscripción a revista o periódico,Si,3,4,3,2,3–5 porciones,3–5 porciones,Más de 10,6–10 porciones,6–10 porciones,6–10 porciones,6–10 porciones,sintetico
SINT-0126,2000,No estoy estudiando actuamente.,"Más de $20,000",No tengo ingresos,Licenciatura incompleta,Empleado,Empleada,2,Drenaje; Agua entubada; Alumbrado público; Calles pavimentadas; Recolección periódica de basura; Calentador de gas para agua; Un cuarto propio para dormir; Un lugar exclusivo para estudiar; Teléfono celular; Televisión; Televisión por cable o satélite; Calculadora; Computadora; Diccionario o enciclopedia,Si,4,3,1,1,Más de 10,3–5 porciones,Nunca,Más de 10,1–2 porciones,1–2 porciones,1–2 porciones,sintetico
SINT-0127,2009,Preparatoria/Bachillerato.,"$10,001–20,000","Menos de $3,000",Preparatoria completa,Comerciante,Comerciante,1,Drenaje; Agua entubada; Alumbrado público; Calles pavimentadas; Recolección periódica de basura; Calentador de gas para agua; Un cuarto propio para dormir; Teléfono celular; Televisión; Calculadora,Si,4,5,1,1,1–2 porciones,Nunca,1–2 porciones,1–2 porciones,1–2 porciones,1–2 porciones,1–2 porciones,sintetico
SINT-0128,2004,Universidad.,"$5,001–10,000","Menos de $3,000",Licenciatura incompleta,Empleado,Empleada,1,"Drenaje, Alumbrado público, Calles pavimentadas, Recolección periódica de basura, Calentador de gas para agua, Teléfono celular, Televisión, Calculadora, Computadora, Diccionario o enciclopedia",Si,2,3,1,1,1–2 porciones,3–5 porciones,1–2 porciones,3–5 porciones,3–5 porciones,3–5 porciones,1–2 porciones,sintetico
SINT-0129,2007,Preparatoria/Bachillerato.,"Menos de $5,000",No tengo ingresos,Secundaria completa,Trabajo informal/obrero,Desempleada,0,Agua entubada; Alumbrado público; Calles pavimentadas; Recolección periódica de basura; Teléfono celular; Televisión; Calculadora; Computadora,Si,2,4,1,1,Más de 10,6–10 porciones,3–5 porciones,3–5 porciones,3–5 porciones,6–10 porciones,Nunca,sintetico
SINT-0130,2010,Preparatoria/Bachillerato.,"$5,001–10,000",No tengo ingresos,Secundaria completa,Trabajo informal/obrero,Trabajo informal/obrera,0,Drenaje; Agua entubada; Alumbrado público; Calles pavimentadas; Recolección periódica de basura; Un cuarto propio para dormir; Un lugar exclusivo para estudiar; Teléfono celular; Televisión; Reproductor DVD; Calculadora; Computadora,Si,2,2,1,2,1–2 porciones,6–10 porciones,3–5 porciones,3–5 porciones,3–5 porciones,3–5 porciones,Nunca,sintetico
SINT-0131,2010,Preparatoria/Bachillerato.,"$5,001–10,000",No tengo ingresos,Secundaria completa,Trabajo informal/obrero,Trabajo informal/obrera,0,Drenaje; Agua entubada; Alumbrado público; Recolección periódica de basura; Un cuarto propio para dormir; Teléfono celular; Televisión; Televisión por cable o satélite; Calculadora,Si,1,5,1,2,1–2 porciones,6–10 porciones,1–2 porciones,6–10 porciones,3–5 porciones,Más de 10,3–5 porciones,sintetico
SINT-0132,2006,Universidad.,"$5,001–10,000",No tengo ingresos,Secundaria completa,Comerciante,Desempleada,1,"Drenaje, Alumbrado público, Calles pavimentadas, Teléfono celular",Si,2,4,1,0,1–2 porciones,3–5 porciones,6–10 porciones,6–10 porciones,3–5 porciones,1–2 porciones,3–5 porciones,sintetico
SINT-0133,2008,Preparatoria/Bachillerato.,"$10,001–20,000",No tengo ingresos,Secundaria completa,Empleado,Empleada,1,Drenaje; Agua entubada; Alumbrado público; Calles pavimentadas; Recolección periódica de basura; Un cuarto propio para dormir; Teléfono celular; Televisión; Televisión por cable o satélite; Calculadora; Computadora,Si,3,5,1,1,1–2 porciones,1–2 porciones,6–10 porciones,3–5 porciones,6–10 porciones,3–5 porciones,1–2 porciones,sintetico
SINT-0134,2006,Universidad.,"$5,001–10,000","Menos de $3,000",Licenciatura completa,Trabajo informal/obrero,Profesionista,1,"Drenaje, Agua entubada, Alumbrado público, Calles pavimentadas, Recolección periódica de basura, Calentador de gas para agua, Un cuarto propio para dormir, Teléfono, Teléfono celular, Televisión, Calculadora, Computadora, Diccionario o enciclopedia",Si,3,6,1,6,1–2 porciones,1–2 porciones,1–2 porciones,6–10 porciones,1–2 porciones,1–2 porciones,1–2 porciones,sintetico
