No. de cuenta / control,Año de nacimiento,Grado que cursas actualmente:,¿Cuál es el ingreso familiar mensual?,¿Cuál es el ingreso personal mensual?,"Pensando en el jefe o jefa del hogar , ¿cuál fue el último grado de estudios que aprobó en la escuela?",Ocupación actual del padre,Ocupación actual de la madre,"¿Cuántos automóviles, camionetas cerradas, vans o pick-ups tiene este hogar?",Seleccione los servicios y bienes con los que cuenta en su casa,"Sin tomar en cuenta la conexión móvil desde algún celular, ¿su hogar cuenta con internet?",¿Cuántos cuartos tiene su casa que se utilizan para dormir?,"¿Cuántas personas viven en su casa, incluido usted?",¿Cuántos baños completos tiene esta vivienda con excusado/WC y regadera?,¿Cuántas personas de 14 años o más trabajan actualmente o trabajaron el mes pasado?,"A la semana, ¿qué tanto consume los siguientes alimentos? [Carne]","A la semana, ¿qué tanto consume los siguientes alimentos? [Huevos]","A la semana, ¿qué tanto consume los siguientes alimentos? [Leche]","A la semana, ¿qué tanto consume los siguientes alimentos? [Frutas y verduras]","A la semana, ¿qué tanto consume los siguientes alimentos? [Frijoles/arroz/lentejas]","A la semana, ¿qué tanto consume los siguientes alimentos? [Pan]","A la semana, ¿qué tanto consume los siguientes alimentos? [Cereales]",origen_registro
SINT-0059,2010,Secundaria.,"$10,001–20,000","Menos de $3,000",Preparatoria completa,Trabajo informal/obrero,Comerciante,1,Drenaje; Agua entubada; Alumbrado público; Calles pavimentadas; Recolección periódica de basura; Un cuarto propio para dormir; Un lugar exclusivo para estudiar; Teléfono celular; Televisión; Televisión por cable o satélite; Calculadora; Computadora; Diccionario o enciclopedia,Si,3,4,1,3,3–5 porciones,3–5 porciones,1–2 porciones,3–5 porciones,Más de 10,6–10 porciones,3–5 porciones,sintetico
SINT-0060,2006,Universidad.,"$5,001–10,000","Menos de $3,000",Licenciatura completa,Empleado,Comerciante,1,"Drenaje, Agua entubada, Alumbrado público, Calles pavimentadas, Recolección periódica de basura, Calentador de gas para agua, Un cuarto propio para dormir, Un lugar exclusivo para estudiar, Teléfono celular, Televisión",Si,3,5,1,0,1–2 porciones,Nunca,1–2 porciones,1–2 porciones,1–2 porciones,1–2 porciones,1–2 porciones,sintetico
SINT-0061,2004,Universidad.,"$5,001–10,000",No tengo ingresos,Preparatoria completa,Comerciante,Empleada,0,Drenaje; Agua entubada; Alumbrado público; Calles pavimentadas; Recolección periódica de basura; Calentador de gas para agua; Teléfono celular; Televisión; Reproductor DVD; Calculadora,Si,2,4,2,2,1–2 porciones,3–5 porciones,1–2 porciones,3–5 porciones,3–5 porciones,3–5 porciones,3–5 porciones,sintetico
SINT-0062,2006,Universidad.,"$5,001–10,000","Menos de $3,000",Licenciatura completa,Trabajo informal/obrero,Profesionista,1,"Drenaje, Alumbrado público, Calles pavimentadas, Calentador de gas para agua, Teléfono, Teléfono celular, Televisión, Televisión por cable o satélite, Calculadora, Computadora, Diccionario o enciclopedia",Si,2,3,1,2,3–5 porciones,6–10 porciones,3–5 porciones,6–10 porciones,6–10 porciones,1–2 porciones,1–2 porciones,sintetico
SINT-0063,2008,Preparatoria/Bachillerato.,"Menos de $5,000","$3,001–6,000",Primaria completa,Empleado,Empleada,1,Drenaje; Agua entubada; Alumbrado público; Calles pavimentadas; Recolección periódica de basura; Calentador de gas para agua; Un cuarto propio para dormir; Un lugar exclusivo para estudiar; Teléfono celular; Televisión; Calculadora; Computadora; Diccionario o enciclopedia,Si,4,3,1,2,6–10 porciones,1–2 porciones,1–2 porciones,6–10 porciones,3–5 porciones,3–5 porciones,1–2 porciones,sintetico
SINT-0064,2009,Preparatoria/Bachillerato.,"$5,001–10,000",No tengo ingresos,Secundaria completa,Trabajo informal/obrero,Comerciante,0,Drenaje; Agua entubada; Alumbrado público; Calles pavimentadas; Recolección periódica de basura; Calentador de gas para agua; Teléfono celular; Televisión; Televisión por cable o satélite; Diccionario o enciclopedia,No,2,5,1,1,1–2 porciones,1–2 porciones,3–5 porciones,3–5 porciones,6–10 porciones,3–5 porciones,6–10 porciones,sintetico
SINT-0065,2009,Preparatoria/Bachillerato.,"Menos de $5,000",No tengo ingresos,Secundaria completa,Trabajo informal/obrero,Trabajo informal/obrera,2,Drenaje; Agua entubada; Alumbrado público; Calles pavimentadas; Recolección periódica de basura; Un cuarto propio para dormir; Un lugar exclusivo para estudiar; Teléfono celular; Televisión; Televisión por cable o satélite; Calculadora; Diccionario o enciclopedia; Suscripción a revista o periódico,No,3,4,1,2,1–2 porciones,3–5 porciones,Nunca,3–5 porciones,3–5 porciones,1–2 porciones,1–2 porciones,sintetico
SINT-0066,2000,No estoy estudiando actuamente.,"Más de $20,000","Más de $6,000",Licenciatura incompleta,Empleado,Profesionista,2,"Drenaje, Agua entubada, Alumbrado público, Calles pavimentadas, Recolección periódica de basura, Calentador de gas para agua, Un cuarto propio para dormir, Un lugar exclusivo para estudiar, Teléfono, Teléfono celular, Televisión, Televisión por cable o satélite, Calculadora, Computadora, Diccionario o enciclopedia, Suscripción a revista o periódico",Si,4,3,2,2,1–2 porciones,3–5 porciones,1–2 porciones,6–10 porciones,3–5 porciones,6–10 porciones,1–2 porciones,sintetico
SINT-0067,2008,Preparatoria/Bachillerato.,"Menos de $5,000","$3,001–6,000",Primaria completa,Empleado,Empleada,1,Drenaje; Agua entubada; Alumbrado público; Calles pavimentadas; Recolección periódica de basura; Calentador de gas para agua; Un cuarto propio para dormir; Un lugar exclusivo para estudiar; Teléfono celular; Televisión; Calculadora; Computadora; Diccionario o enciclopedia,Si,4,3,1,2,3–5 porciones,3–5 porciones,3–5 porciones,3–5 porciones,3–5 porciones,3–5 porciones,3–5 porciones,sintetico
SINT-0068,2010,Preparatoria/Bachillerato.,"$5,001–10,000",No tengo ingresos,Preparatoria completa,Trabajo informal/obrero,Desempleada,0,Drenaje; Agua entubada; Alumbrado público; Calles pavimentadas; Recolección periódica de basura; Un lugar exclusivo para estudiar; Teléfono celular; Televisión,Si,2,5,1,2,3–5 porciones,3–5 porciones,1–2 porciones,1–2 porciones,1–2 porciones,1–2 porciones,Más de 10,sintetico
SINT-0069,2009,Preparatoria/Bachillerato.,"$10,001–20,000",No tengo ingresos,Secundaria completa,Comerciante,Desempleada,2,Drenaje; Agua entubada; Alumbrado público; Calles pavimentadas; Recolección periódica de basura; Calentador de gas para agua; Un cuarto propio para dormir; Un lugar exclusivo para estudiar; Teléfono; Teléfono celular; Televisión; Televisión por cable o satélite; Calculadora; Computadora,Si,2,3,1,1,1–2 porciones,3–5 porciones,Nunca,3–5 porciones,1–2 porciones,3–5 porciones,3–5 porciones,sintetico
SINT-0070,2005,Universidad.,"$5,001–10,000",No tengo ingresos,Preparatoria completa,Profesionista,Empleada,0,Drenaje; Agua entubada; Alumbrado público; Calles pavimentadas; Recolección periódica de basura; Un cuarto propio para dormir; Teléfono celular; Televisión; Televisión por cable o satélite; Calculadora; Computadora; Diccionario o enciclopedia,Si,2,6,1,3,6–10 porciones,1–2 porciones,3–5 porciones,6–10 porciones,6–10 porciones,1–2 porciones,3–5 porciones,sintetico
SINT-0071,2003,Universidad.,"Más de $20,000","$3,001–6,000",Preparatoria completa,Empleado,Empleada,0,"Drenaje, Agua entubada, Alumbrado público, Calles pavimentadas, Calentador de gas para agua, Un cuarto propio para dormir, Teléfono, Teléfono celular, Televisión, Televisión por cable o satélite, Videograbadora, Reproductor DVD, Calculadora, Computadora, Diccionario o enciclopedia",Si,3,5,2,4,3–5 porciones,1–2 porciones,3–5 porciones,3–5 porciones,3–5 porciones,Nunca,Nunca,sintetico
SINT-0072,2009,Preparatoria/Bachillerato.,"Más de $20,000",No tengo ingresos,Licenciatura completa,Empleado,Profesionista,1,Drenaje; Agua entubada; Alumbrado público; Calles pavimentadas; Recolección periódica de basura; Calentador de gas para agua; Un cuarto propio para dormir; Un lugar exclusivo para estudiar; Teléfono celular; Televisión; Televisión por cable o satélite; Computadora; Diccionario o enciclopedia,Si,3,6,2,3,3–5 porciones,3–5 porciones,3–5 porciones,6–10 porciones,6–10 porciones,1–2 porciones,3–5 porciones,sintetico
SINT-0073,2009,Preparatoria/Bachillerato.,"$5,001–10,000",No tengo ingresos,Secundaria completa,Comerciante,Empleada,0,Drenaje; Agua entubada; Alumbrado público; Calles pavimentadas; Recolección periódica de basura; Calentador de gas para agua; Teléfono; Teléfono celular; Televisión; Televisión por cable o satélite; Videograbadora; Calculadora,No,2,3,1,1,1–2 porciones,6–10 porciones,1–2 porciones,Más de 10,3–5 porciones,3–5 porciones,3–5 porciones,sintetico
SINT-0074,2008,Preparatoria/Bachillerato.,"$5,001–10,000","Menos de $3,000",Secundaria completa,Empleado,Empleada,0,Agua entubada; Alumbrado público; Calles pavimentadas; Recolección periódica de basura; Calentador de gas para agua; Teléfono celular; Televisión,No,2,3,1,3,1–2 porciones,3–5 porciones,Nunca,3–5 porciones,6–10 porciones,3–5 porciones,3–5 porciones,sintetico
SINT-0075,2008,Preparatoria/Bachillerato.,"$5,001–10,000",No tengo ingresos,Preparatoria completa,Profesionista,Empleada,0,Drenaje; Agua entubada; Alumbrado público; Calles pavimentadas; Recolección periódica de basura; Un cuarto propio para dormir; Teléfono celular; Televisión; Televisión por cable o satélite; Calculadora; Computadora; Diccionario o enciclopedia,Si,2,6,1,3,1–2 porciones,Más de 10,6–10 porciones,1–2 porciones,3–5 porciones,6–10 porciones,6–10 porciones,sintetico
SINT-0076,2010,Preparatoria/Bachillerato.,"$5,001–10,000","Menos de $3,000",Carrera técnica,Empleado,Comerciante,1,Drenaje; Agua entubada; Alumbrado público; Calles pavimentadas; Recolección periódica de basura; Calentador de gas para agua; Teléfono celular; Televisión; Calculadora; Computadora; Diccionario o enciclopedia; Suscripción a revista o periódico,Si,3,6,1,1,6–10 porciones,3–5 porciones,1–2 porciones,1–2 porciones,6–10 porciones,3–5 porciones,3–5 porciones,sintetico
SINT-0077,2005,Universidad.,"$5,001–10,000",No tengo ingresos,Preparatoria completa,Empleado,Comerciante,1,"Calentador de gas para agua, Un cuarto propio para dormir, Teléfono, Teléfono celular, Televisión, Computadora",Si,2,5,1,0,1–2 porciones,3–5 porciones,1–2 porciones,3–5 porciones,1–2 porciones,1–2 porciones,1–2 porciones,sintetico
SINT-0078,2008,Preparatoria/Bachillerato.,"Menos de $5,000",No tengo ingresos,Primaria completa,Trabajo informal/obrero,Comerciante,0,Drenaje; Agua entubada; Alumbrado público; Recolección periódica de basura; Un cuarto propio para dormir; Teléfono celular,Si,3,2,1,3,1–2 porciones,3–5 porciones,6–10 porciones,6–10 porciones,Más de 10,1–2 porciones,Nunca,sintetico
SINT-0079,2009,Preparatoria/Bachillerato.,"$10,001–20,000",No tengo ingresos,Preparatoria completa,Empleado,Empleada,1,Drenaje; Agua entubada; Alumbrado público; Recolección periódica de basura; Calentador de gas para agua; Teléfono celular; Televisión; Diccionario o enciclopedia,Si,2,3,1,1,3–5 porciones,6–10 porciones,3–5 porciones,6–10 porciones,6–10 porciones,6–10 porciones,6–10 porciones,sintetico
SINT-0080,2008,Preparatoria/Bachillerato.,"$10,001–20,000",No tengo ingresos,Carrera técnica,Comerciante,Desempleada,1,Drenaje; Agua entubada; Alumbrado público; Calles pavimentadas; Recolección periódica de basura; Teléfono celular; Televisión; Televisión por cable o satélite; Calculadora; Computadora; Diccionario o enciclopedia; Suscripción a revista o periódico,Si,3,3,2,2,Más de 10,6–10 porciones,3–5 porciones,3–5 porciones,3–5 porciones,6–10 porciones,Nunca,sintetico
SINT-0081,2010,Secundaria.,"$10,001–20,000",No tengo ingresos,Primaria incompleta,Desempleado,Empleada,0,Drenaje; Alumbrado público; Recolección periódica de basura; Calentador de gas para agua; Un cuarto propio para dormir; Teléfono celular; Televisión; Calculadora; Computadora,No,3,2,1,1,3–5 porciones,1–2 porciones,3–5 porciones,6–10 porciones,3–5 porciones,6–10 porciones,3–5 porciones,sintetico
SINT-0082,2009,Preparatoria/Bachillerato.,"$5,001–10,000",No tengo ingresos,Secundaria completa,Empleado,Desempleada,1,Drenaje; Agua entubada; Alumbrado público; Calles pavimentadas; Recolección periódica de basura; Calentador de gas para agua; Teléfono celular; Televisión; Calculadora; Diccionario o enciclopedia,Si,1,5,1,2,1–2 porciones,6–10 porciones,3–5 porciones,1–2 porciones,3–5 porciones,1–2 porciones,Más de 10,sintetico
SINT-0083,2009,Preparatoria/Bachillerato.,"$10,001–20,000",No tengo ingresos,Secundaria completa,Empleado,Trabajo informal/obrera,0,Drenaje; Agua entubada; Alumbrado público; Calles pavimentadas; Recolección periódica de basura; Calentador de gas para agua; Un lugar exclusivo para estudiar; Teléfono celular; Televisión; Televisión por cable o satélite; Videograbadora; Calculadora; Diccionario o enciclopedia,No,2,2,1,2,1–2 porciones,Más de 10,3–5 porciones,3–5 porciones,3–5 porciones,3–5 porciones,3–5 porciones,sintetico
SINT-0084,2009,Preparatoria/Bachillerato.,"$10,001–20,000","Menos de $3,000",Secundaria completa,Desempleado,Comerciante,0,Drenaje; Agua entubada; Alumbrado público; Calles pavimentadas; Recolección periódica de basura; Calentador de gas para agua; Un cuarto propio para dormir; Un lugar exclusivo para estudiar; Teléfono celular; Calculadora; Diccionario o enciclopedia,Si,2,3,1,2,3–5 porciones,3–5 porciones,1–2 porciones,1–2 porciones,Más de 10,3–5 porciones,6–10 porciones,sintetico
SINT-0085,2008,Preparatoria/Bachillerato.,"$5,001–10,000","Menos de $3,000",Preparatoria completa,Empleado,Desempleada,0,"Drenaje, Agua entubada, Alumbrado público, Teléfono celular, Televisión, Reproductor DVD, Calculadora, Computadora",Si,2,5,1,4,1–2 porciones,3–5 porciones,3–5 porciones,3–5 porciones,3–5 porciones,3–5 porciones,3–5 porciones,sintetico
SINT-0086,2010,Preparatoria/Bachillerato.,"$5,001–10,000",No tengo ingresos,Secundaria completa,Desempleado,Trabajo informal/obrera,0,Drenaje; Agua entubada; Alumbrado público; Calles pavimentadas; Calentador de gas para agua; Teléfono celular; Televisión; Calculadora; Computadora,Si,2,3,1,1,6–10 porciones,6–10 porciones,3–5 porciones,6–10 porciones,6–10 porciones,Más de 10,3–5 porciones,sintetico
SINT-0087,2010,Preparatoria/Bachillerato.,"$5,001–10,000",No tengo ingresos,Licenciatura incompleta,Comerciante,Comerciante,1,"Agua entubada, Recolección periódica de basura, Teléfono, Televisión, Televisión por cable o satélite, Calculadora",Si,3,4,1,0,3–5 porciones,6–10 porciones,6–10 porciones,1–2 porciones,6–10 porciones,6–10 porciones,6–10 porciones,sintetico
SINT-0088,2007,Universidad.,"Menos de $5,000","Menos de $3,000",Preparatoria incompleta,Empleado,Empleada,0,"Drenaje, Agua entubada, Alumbrado público, Calles pavimentadas, Recolección periódica de basura, Un cuarto propio para dormir, Teléfono, Teléfono celular, Televisión por cable o satélite, Calculadora, Computadora",Si,2,3,1,2,3–5 porciones,1–2 porciones,3–5 porciones,3–5 porciones,1–2 porciones,1–2 porciones,1–2 porciones,sintetico
SINT-0089,2010,Preparatoria/Bachillerato.,"$10,001–20,000",No tengo ingresos,Preparatoria completa,Empleado,Empleada,0,Drenaje; Agua entubada; Alumbrado público; Calles pavimentadas; Recolección periódica de basura; Calentador de gas para agua; Un lugar exclusivo para estudiar; Teléfono celular; Televisión; Calculadora; Computadora; Diccionario o enciclopedia,Si,4,4,1,2,3–5 porciones,6–10 porciones,3–5 porciones,1–2 porciones,Más de 10,1–2 porciones,3–5 porciones,sintetico
SINT-0090,2006,Universidad.,"$10,001–20,000","Más de $6,000",Secundaria incompleta,Empleado,Comerciante,1,"Drenaje, Agua entubada, Alumbrado público, Calles pavimentadas, Calentador de gas para agua, Un cuarto propio para dormir, Teléfono, Teléfono celular, Televisión, Calculadora, Diccionario o enciclopedia",Si,3,5,2,4,3–5 porciones,1–2 porciones,3–5 porciones,3–5 porciones,3–5 porciones,3–5 porciones,3–5 porciones,sintetico
SINT-0091,2006,Universidad.,"$5,001–10,000",No tengo ingresos,Secundaria completa,Empleado,Desempleada,1,Drenaje; Agua entubada; Alumbrado público; Calles pavimentadas; Recolección periódica de basura; Calentador de gas para agua; Teléfono celular; Televisión; Calculadora; Diccionario o enciclopedia,Si,1,5,1,2,1–2 porciones,1–2 porciones,3–5 porciones,3–5 porciones,3–5 porciones,1–2 porciones,1–2 porciones,sintetico
SINT-0092,2010,Preparatoria/Bachillerato.,"$10,001–20,000",No tengo ingresos,Licenciatura incompleta,Empleado,Trabajo informal/obrera,1,Drenaje; Agua entubada; Alumbrado público; Calles pavimentadas; Recolección periódica de basura; Calentador de gas para agua; Un cuarto propio para dormir; Un lugar exclusivo para estudiar; Teléfono celular; Televisión; Televisión por cable o satélite; Videograbadora; Calculadora; Diccionario o enciclopedia,Si,4,3,2,2,3–5 porciones,3–5 porciones,Más de 10,Nunca,3–5 porciones,3–5 porciones,3–5 porciones,sintetico
SINT-0093,2009,Preparatoria/Bachillerato.,"Menos de $5,000",No tengo ingresos,Secundaria completa,Trabajo informal/obrero,Desempleada,0,Agua entubada; Alumbrado público; Calles pavimentadas; Recolección periódica de basura; Teléfono celular; Televisión; Calculadora; Computadora,Si,2,4,1,1,1–2 porciones,3–5 porciones,Nunca,3–5 porciones,3–5 porciones,6–10 porciones,1–2 porciones,sintetico
SINT-0094,2009,Preparatoria/Bachillerato.,"$5,001–10,000",No tengo ingresos,Preparatoria incompleta,Trabajo informal/obrero,Trabajo informal/obrera,1,Drenaje; Agua entubada; Alumbrado público; Calles pavimentadas; Recolección periódica de basura; Calentador de gas para agua; Un lugar exclusivo para estudiar; Teléfono celular; Televisión; Calculadora; Computadora; Diccionario o enciclopedia,No,1,6,1,3,1–2 porciones,Más de 10,3–5 porciones,1–2 porciones,6–10 porciones,6–10 porciones,3–5 porciones,sintetico
SINT-0095,2010,Preparatoria/Bachillerato.,"Menos de $5,000",No tengo ingresos,Licenciatura completa,Empleado,Empleada,2,Drenaje; Agua entubada; Alumbrado público; Calles pavimentadas; Recolección periódica de basura; Calentador de gas para agua; Teléfono; Teléfono celular; Televisión; Calculadora; Computadora; Diccionario o enciclopedia,Si,3,4,1,2,6–10 porciones,6–10 porciones,3–5 porciones,3–5 porciones,3–5 porciones,3–5 porciones,1–2 porciones,sintetico
SINT-0096,2008,Preparatoria/Bachillerato.,"$5,001–10,000",No tengo ingresos,Carrera técnica,Empleado,Comerciante,1,Drenaje; Agua entubada; Alumbrado público; Calles pavimentadas; Recolección periódica de basura; Calentador de gas para agua; Un cuarto propio para dormir; Un lugar exclusivo para estudiar; Teléfono celular; Televisión; Calculadora; Computadora; Diccionario o enciclopedia,Si,2,2,2,2,Más de 10,1–2 porciones,Más de 10,3–5 porciones,3–5 porciones,Más de 10,Nunca,sintetico
SINT-0097,2006,Universidad.,"$5,001–10,000",No tengo ingresos,Carrera técnica,Empleado,Desempleada,1,"Drenaje, Agua entubada, Alumbrado público, Calles pavimentadas, Recolección periódica de basura, Un cuarto propio para dormir, Un lugar exclusivo para estudiar, Teléfono celular, Televisión, Calculadora, Computadora, Diccionario o enciclopedia",Si,3,4,1,3,3–5 porciones,1–2 porciones,3–5 porciones,3–5 porciones,3–5 porciones,3–5 porciones,3–5 porciones,sintetico
SINT-0098,2008,Preparatoria/Bachillerato.,"Más de $20,000","Más de $6,000",Licenciatura incompleta,Empleado,Profesionista,2,"Drenaje, Agua entubada, Alumbrado público, Calles pavimentadas, Recolección periódica de basura, Calentador de gas para agua, Un cuarto propio para dormir, Un lugar exclusivo para estudiar, Teléfono, Teléfono celular, Televisión, Televisión por cable o satélite, Calculadora, Computadora, Diccionario o enciclopedia, Suscripción a revista o periódico",Si,4,3,2,2,3–5 porciones,1–2 porciones,3–5 porciones,3–5 porciones,1–2 porciones,1–2 porciones,1–2 porciones,sintetico
SINT-0099,2008,Preparatoria/Bachillerato.,"$10,001–20,000",No tengo ingresos,Licenciatura completa,Trabajo informal/obrero,Comerciante,1,Drenaje; Agua entubada; Calles pavimentadas; Recolección periódica de basura; Calentador de gas para agua; Un cuarto propio para dormir; Un lugar exclusivo para estudiar; Teléfono celular; Televisión; Televisión por cable o satélite; Calculadora; Computadora,Si,2,4,2,1,1–2 porciones,3–5 porciones,Nunca,3–5 porciones,3–5 porciones,6–10 porciones,3–5 porciones,sintetico
SINT-0100,1999,Universidad.,"$5,001–10,000","$3,001–6,000",Secundaria incompleta,Trabajo informal/obrero,Desempleada,0,"Drenaje, Agua entubada, Alumbrado público, Calles pavimentadas, Recolección periódica de basura, Calentador de gas para agua, Teléfono, Televisión, Televisión por cable o satélite, Calculadora, Computadora, Diccionario o enciclopedia",Si,3,6,1,3,1–2 porciones,1–2 porciones,1–2 porciones,1–2 porciones,1–2 porciones,1–2 porciones,1–2 porciones,sintetico
SINT-0101,2009,Preparatoria/Bachillerato.,"$5,001–10,000",No tengo ingresos,Preparatoria completa,Empleado,Empleada,0,Drenaje; Agua entubada; Calles pavimentadas; Recolección periódica de basura; Calentador de gas para agua; Teléfono celular; Televisión; Calculadora,Si,1,4,1,2,3–5 porciones,3–5 porciones,1–2 porciones,Nunca,3–5 porciones,3–5 porciones,6–10 porciones,sintetico
SINT-0102,2006,Universidad.,"$5,001–10,000","$3,001–6,000",Licenciatura completa,Empleado,Empleada,1,"Agua entubada, Alumbrado público, Calles pavimentadas, Calentador de gas para agua, Un cuarto propio para dormir, Teléfono, Teléfono celular, Televisión por cable o satélite, Calculadora, Computadora",Si,3,4,1,0,1–2 porciones,3–5 porciones,3–5 porciones,3–5 porciones,1–2 porciones,3–5 porciones,3–5 porciones,sintetico
SINT-0103,2008,Preparatoria/Bachillerato.,"$10,001–20,000",No tengo ingresos,Preparatoria completa,Empleado,Empleada,2,Drenaje; Agua entubada; Alumbrado público; Calles pavimentadas; Recolección periódica de basura; Calentador de gas para agua; Un cuarto propio para dormir; Teléfono celular; Televisión; Televisión por cable o satélite; Calculadora; Computadora; Diccionario o enciclopedia,Si,3,3,2,1,3–5 porciones,3–5 porciones,Más de 10,6–10 porciones,6–10 porciones,6–10 porciones,6–10 porciones,sintetico
SINT-0104,2008,Preparatoria/Bachillerato.,"$10,001–20,000",No tengo ingresos,Carrera técnica,Trabajo informal/obrero,Empleada,1,Drenaje; Agua entubada; Alumbrado público; Calles pavimentadas; Recolección periódica de basura; Calentador de gas para agua; Un cuarto propio para dormir; Un lugar exclusivo para estudiar; Teléfono; Teléfono celular; Calculadora; Computadora; Diccionario o enciclopedia,Si,2,3,1,1,3–5 porciones,3–5 porciones,1–2 porciones,1–2 porciones,Más de 10,3–5 porciones,3–5 porciones,sintetico
SINT-0105,2010,Preparatoria/Bachillerato.,"$5,001–10,000",No tengo ingresos,Carrera técnica,Empleado,Desempleada,1,Drenaje; Agua entubada; Alumbrado público; Recolección periódica de basura; Teléfono celular; Televisión; Calculadora; Diccionario o enciclopedia,No,4,3,1,2,6–10 porciones,3–5 porciones,1–2 porciones,3–5 porciones,6–10 porciones,3–5 porciones,3–5 porciones,sintetico
SINT-0106,2009,Preparatoria/Bachillerato.,"$5,001–10,000",No tengo ingresos,Secundaria completa,Trabajo informal/obrero,Trabajo informal/obrera,0,Drenaje; Agua entubada; Alumbrado público; Calles pavimentadas; Recolección periódica de basura; Un cuarto propio para dormir; Un lugar exclusivo para estudiar; Teléfono celular; Televisión; Reproductor DVD; Calculadora; Computadora,Si,2,2,1,2,1–2 porciones,6–10 porciones,6–10 porciones,3–5 porciones,Más de 10,1–2 porciones,3–5 porciones,sintetico
SINT-0107,2009,Secundaria.,"$5,001–10,000",No tengo ingresos,Preparatoria completa,Empleado,Desempleada,0,Drenaje; Agua entubada; Alumbrado público; Calles pavimentadas; Recolección periódica de basura; Calentador de gas para agua; Un cuarto propio para dormir; Teléfono celular; Televisión; Calculadora; Computadora,Si,2,7,1,2,3–5 porciones,3–5 porciones,1–2 porciones,1–2 porciones,Más de 10,3–5 porciones,6–10 porciones,sintetico
SINT-0108,2008,Preparatoria/Bachillerato.,"$10,001–20,000",No tengo ingresos,Licenciatura completa,Empleado,Empleada,2,Drenaje; Agua entubada; Alumbrado público; Calles pavimentadas; Recolección periódica de basura; Calentador de gas para agua; Teléfono; Teléfono celular; Televisión; Televisión por cable o satélite; Calculadora; Computadora; Diccionario o enciclopedia,Si,3,4,1,2,3–5 porciones,3–5 porciones,1–2 porciones,6–10 porciones,3–5 porciones,3–5 porciones,3–5 porciones,sintetico
SINT-0109,2002,Universidad.,"$5,001–10,000",No tengo ingresos,Licenciatura completa,Profesionista,Profesionista,1,"Drenaje, Alumbrado público, Calles pavimentadas, Calentador de gas para agua, Un lugar exclusivo para estudiar, Teléfono celular, Televisión, Computadora, Diccionario o enciclopedia",Si,4,5,2,3,3–5 porciones,3–5 porciones,3–5 porciones,3–5 porciones,3–5 porciones,3–5 porciones,3–5 porciones,sintetico
SINT-0110,2009,Preparatoria/Bachillerato.,"$10,001–20,000",No tengo ingresos,Preparatoria completa,Empleado,Empleada,1,Drenaje; Agua entubada; Alumbrado público; Calles pavimentadas; Calentador de gas para agua; Un cuarto propio para dormir; Teléfono celular; Televisión; Televisión por cable o satélite; Calculadora; Diccionario o enciclopedia,Si,3,3,2,2,6–10 porciones,3–5 porciones,6–10 porciones,6–10 porciones,6–10 porciones,6–10 porciones,1–2 porciones,sintetico
